"data_type","synthetic_source","transaction_id","user_id","transaction_date","transaction_type","transaction_role","amount","currency","income_record_id","investment_id","capital_gain_id","reconciliation_status"
"synthetic","generated_for_testing","TXN00430","USR0030","2025-06-05","investment_sale","investment_disposal","61910","INR","INCX0030sale","INV0030",,"review"
"synthetic","generated_for_testing","TXN00431","USR0031","2025-06-06","rent_receipt","income_receipt","62047","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00432","USR0032","2025-06-07","salary_credit","income_receipt","62184","INR","INC003201",,,"matched"
"synthetic","generated_for_testing","TXN00433","USR0033","2025-06-08","bank_interest_credit","income_receipt","62321","INR","INC003302",,,"matched"
"synthetic","generated_for_testing","TXN00434","USR0034","2025-06-09","freelance_receipt","income_receipt","62458","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00435","USR0035","2025-06-10","investment_purchase","investment_acquisition","62595","INR","INCX0035purchase",,,"review"
"synthetic","generated_for_testing","TXN00436","USR0036","2025-06-11","investment_sale","investment_disposal","62732","INR","INCX0036sale","INV0036","CG0036","matched"
"synthetic","generated_for_testing","TXN00437","USR0037","2025-06-12","rent_receipt","income_receipt","62869","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00438","USR0038","2025-06-13","salary_credit","income_receipt","63006","INR","INC003801",,,"matched"
"synthetic","generated_for_testing","TXN00439","USR0039","2025-06-14","bank_interest_credit","income_receipt","63143","INR","INC003902",,,"matched"
"synthetic","generated_for_testing","TXN00440","USR0040","2025-06-15","freelance_receipt","income_receipt","63280","INR",,,,"review"
"synthetic","generated_for_testing","TXN00441","USR0041","2025-06-16","investment_purchase","investment_acquisition","63417","INR","INCX0041purchase",,,"matched"
"synthetic","generated_for_testing","TXN00442","USR0042","2025-06-17","investment_sale","investment_disposal","63554","INR","INCX0042sale","INV0042",,"matched"
"synthetic","generated_for_testing","TXN00443","USR0043","2025-06-18","rent_receipt","income_receipt","63691","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00444","USR0044","2025-06-19","salary_credit","income_receipt","63828","INR","INC004401",,,"matched"
"synthetic","generated_for_testing","TXN00445","USR0045","2025-06-20","bank_interest_credit","income_receipt","63965","INR","INC004502",,,"review"
"synthetic","generated_for_testing","TXN00446","USR0046","2025-06-21","freelance_receipt","income_receipt","64102","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00447","USR0047","2025-06-22","investment_purchase","investment_acquisition","64239","INR","INCX0047purchase",,,"matched"
"synthetic","generated_for_testing","TXN00448","USR0048","2025-06-23","investment_sale","investment_disposal","64376","INR","INCX0048sale","INV0048","CG0048","matched"
"synthetic","generated_for_testing","TXN00449","USR0049","2025-06-24","rent_receipt","income_receipt","64513","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00450","USR0050","2025-06-25","salary_credit","income_receipt","64650","INR","INC005001",,,"review"
"synthetic","generated_for_testing","TXN00451","USR0001","2025-06-26","bank_interest_credit","income_receipt","64787","INR","INC000102",,,"matched"
"synthetic","generated_for_testing","TXN00452","USR0002","2025-06-27","freelance_receipt","income_receipt","64924","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00453","USR0003","2025-06-28","investment_purchase","investment_acquisition","65061","INR","INCX0003purchase",,,"matched"
"synthetic","generated_for_testing","TXN00454","USR0004","2025-06-29","investment_sale","investment_disposal","65198","INR","INCX0004sale","INV0004","CG0004","matched"
"synthetic","generated_for_testing","TXN00455","USR0005","2025-06-30","rent_receipt","income_receipt","65335","INR","INC000503",,,"review"
"synthetic","generated_for_testing","TXN00456","USR0006","2025-07-01","salary_credit","income_receipt","65472","INR","INC000601",,,"matched"
"synthetic","generated_for_testing","TXN00457","USR0007","2025-07-02","bank_interest_credit","income_receipt","65609","INR","INC000702",,,"matched"
"synthetic","generated_for_testing","TXN00458","USR0008","2025-07-03","freelance_receipt","income_receipt","65746","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00459","USR0009","2025-07-04","investment_purchase","investment_acquisition","65883","INR","INCX0009purchase",,,"matched"
"synthetic","generated_for_testing","TXN00460","USR0010","2025-07-05","investment_sale","investment_disposal","66020","INR","INCX0010sale","INV0010",,"review"
"synthetic","generated_for_testing","TXN00461","USR0011","2025-07-06","rent_receipt","income_receipt","66157","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00462","USR0012","2025-07-07","salary_credit","income_receipt","66294","INR","INC001201",,,"matched"
"synthetic","generated_for_testing","TXN00463","USR0013","2025-07-08","bank_interest_credit","income_receipt","66431","INR","INC001302",,,"matched"
"synthetic","generated_for_testing","TXN00464","USR0014","2025-07-09","freelance_receipt","income_receipt","66568","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00465","USR0015","2025-07-10","investment_purchase","investment_acquisition","66705","INR","INCX0015purchase",,,"review"
"synthetic","generated_for_testing","TXN00466","USR0016","2025-07-11","investment_sale","investment_disposal","66842","INR","INCX0016sale","INV0016","CG0016","matched"
"synthetic","generated_for_testing","TXN00467","USR0017","2025-07-12","rent_receipt","income_receipt","66979","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00468","USR0018","2025-07-13","salary_credit","income_receipt","67116","INR","INC001801",,,"matched"
"synthetic","generated_for_testing","TXN00469","USR0019","2025-07-14","bank_interest_credit","income_receipt","67253","INR","INC001902",,,"matched"
"synthetic","generated_for_testing","TXN00470","USR0020","2025-07-15","freelance_receipt","income_receipt","67390","INR",,,,"review"
"synthetic","generated_for_testing","TXN00471","USR0021","2025-07-16","investment_purchase","investment_acquisition","67527","INR","INCX0021purchase",,,"matched"
"synthetic","generated_for_testing","TXN00472","USR0022","2025-07-17","investment_sale","investment_disposal","67664","INR","INCX0022sale","INV0022",,"matched"
"synthetic","generated_for_testing","TXN00473","USR0023","2025-07-18","rent_receipt","income_receipt","67801","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00474","USR0024","2025-07-19","salary_credit","income_receipt","67938","INR","INC002401",,,"matched"
"synthetic","generated_for_testing","TXN00475","USR0025","2025-07-20","bank_interest_credit","income_receipt","68075","INR","INC002502",,,"review"
"synthetic","generated_for_testing","TXN00476","USR0026","2025-07-21","freelance_receipt","income_receipt","68212","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00477","USR0027","2025-07-22","investment_purchase","investment_acquisition","68349","INR","INCX0027purchase",,,"matched"
"synthetic","generated_for_testing","TXN00478","USR0028","2025-07-23","investment_sale","investment_disposal","68486","INR","INCX0028sale","INV0028","CG0028","matched"
"synthetic","generated_for_testing","TXN00479","USR0029","2025-07-24","rent_receipt","income_receipt","68623","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00480","USR0030","2025-07-25","salary_credit","income_receipt","68760","INR","INC003001",,,"review"
"synthetic","generated_for_testing","TXN00481","USR0031","2025-07-26","bank_interest_credit","income_receipt","68897","INR","INC003102",,,"matched"
"synthetic","generated_for_testing","TXN00482","USR0032","2025-07-27","freelance_receipt","income_receipt","69034","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00483","USR0033","2025-07-28","investment_purchase","investment_acquisition","69171","INR","INCX0033purchase",,,"matched"
"synthetic","generated_for_testing","TXN00484","USR0034","2025-07-29","investment_sale","investment_disposal","69308","INR","INCX0034sale","INV0034",,"matched"
"synthetic","generated_for_testing","TXN00485","USR0035","2025-07-30","rent_receipt","income_receipt","69445","INR","INC003503",,,"review"
"synthetic","generated_for_testing","TXN00486","USR0036","2025-07-31","salary_credit","income_receipt","69582","INR","INC003601",,,"matched"
"synthetic","generated_for_testing","TXN00487","USR0037","2025-08-01","bank_interest_credit","income_receipt","69719","INR","INC003702",,,"matched"
"synthetic","generated_for_testing","TXN00488","USR0038","2025-08-02","freelance_receipt","income_receipt","69856","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00489","USR0039","2025-08-03","investment_purchase","investment_acquisition","69993","INR","INCX0039purchase",,,"matched"
"synthetic","generated_for_testing","TXN00490","USR0040","2025-08-04","investment_sale","investment_disposal","70130","INR","INCX0040sale","INV0040","CG0040","review"
"synthetic","generated_for_testing","TXN00491","USR0041","2025-08-05","rent_receipt","income_receipt","70267","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00492","USR0042","2025-08-06","salary_credit","income_receipt","70404","INR","INC004201",,,"matched"
"synthetic","generated_for_testing","TXN00493","USR0043","2025-08-07","bank_interest_credit","income_receipt","70541","INR","INC004302",,,"matched"
"synthetic","generated_for_testing","TXN00494","USR0044","2025-08-08","freelance_receipt","income_receipt","70678","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00495","USR0045","2025-08-09","investment_purchase","investment_acquisition","70815","INR","INCX0045purchase",,,"review"
"synthetic","generated_for_testing","TXN00496","USR0046","2025-08-10","investment_sale","investment_disposal","70952","INR","INCX0046sale","INV0046",,"matched"
"synthetic","generated_for_testing","TXN00497","USR0047","2025-08-11","rent_receipt","income_receipt","71089","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00498","USR0048","2025-08-12","salary_credit","income_receipt","71226","INR","INC004801",,,"matched"
"synthetic","generated_for_testing","TXN00499","USR0049","2025-08-13","bank_interest_credit","income_receipt","71363","INR","INC004902",,,"matched"
"synthetic","generated_for_testing","TXN00500","USR0050","2025-08-14","freelance_receipt","income_receipt","71500","INR",,,,"review"
"synthetic","generated_for_testing","TXN00501","USR0001","2025-08-15","investment_purchase","investment_acquisition","71637","INR","INCX0001purchase",,,"matched"
"synthetic","generated_for_testing","TXN00502","USR0002","2025-08-16","investment_sale","investment_disposal","71774","INR","INCX0002sale","INV0002",,"matched"
"synthetic","generated_for_testing","TXN00503","USR0003","2025-08-17","rent_receipt","income_receipt","71911","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00504","USR0004","2025-08-18","salary_credit","income_receipt","72048","INR","INC000401",,,"matched"
"synthetic","generated_for_testing","TXN00505","USR0005","2025-08-19","bank_interest_credit","income_receipt","72185","INR","INC000502",,,"review"
"synthetic","generated_for_testing","TXN00506","USR0006","2025-08-20","freelance_receipt","income_receipt","72322","INR","INC000603",,,"matched"
"synthetic","generated_for_testing","TXN00507","USR0007","2025-08-21","investment_purchase","investment_acquisition","72459","INR","INCX0007purchase",,,"matched"
"synthetic","generated_for_testing","TXN00508","USR0008","2025-08-22","investment_sale","investment_disposal","72596","INR","INCX0008sale","INV0008","CG0008","matched"
"synthetic","generated_for_testing","TXN00509","USR0009","2025-08-23","rent_receipt","income_receipt","72733","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00510","USR0010","2025-08-24","salary_credit","income_receipt","72870","INR","INC001001",,,"review"
"synthetic","generated_for_testing","TXN00511","USR0011","2025-08-25","bank_interest_credit","income_receipt","73007","INR","INC001102",,,"matched"
"synthetic","generated_for_testing","TXN00512","USR0012","2025-08-26","freelance_receipt","income_receipt","73144","INR","INC001203",,,"matched"
"synthetic","generated_for_testing","TXN00513","USR0013","2025-08-27","investment_purchase","investment_acquisition","73281","INR","INCX0013purchase",,,"matched"
"synthetic","generated_for_testing","TXN00514","USR0014","2025-08-28","investment_sale","investment_disposal","73418","INR","INCX0014sale","INV0014",,"matched"
"synthetic","generated_for_testing","TXN00515","USR0015","2025-08-29","rent_receipt","income_receipt","73555","INR",,,,"review"
"synthetic","generated_for_testing","TXN00516","USR0016","2025-08-30","salary_credit","income_receipt","73692","INR","INC001601",,,"matched"
"synthetic","generated_for_testing","TXN00517","USR0017","2025-08-31","bank_interest_credit","income_receipt","73829","INR","INC001702",,,"matched"
"synthetic","generated_for_testing","TXN00518","USR0018","2025-09-01","freelance_receipt","income_receipt","73966","INR","INC001803",,,"matched"
"synthetic","generated_for_testing","TXN00519","USR0019","2025-09-02","investment_purchase","investment_acquisition","74103","INR","INCX0019purchase",,,"matched"
"synthetic","generated_for_testing","TXN00520","USR0020","2025-09-03","investment_sale","investment_disposal","74240","INR","INCX0020sale","INV0020","CG0020","review"
"synthetic","generated_for_testing","TXN00521","USR0021","2025-09-04","rent_receipt","income_receipt","74377","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00522","USR0022","2025-09-05","salary_credit","income_receipt","74514","INR","INC002201",,,"matched"
"synthetic","generated_for_testing","TXN00523","USR0023","2025-09-06","bank_interest_credit","income_receipt","74651","INR","INC002302",,,"matched"
"synthetic","generated_for_testing","TXN00524","USR0024","2025-09-07","freelance_receipt","income_receipt","74788","INR","INC002403",,,"matched"
"synthetic","generated_for_testing","TXN00525","USR0025","2025-09-08","investment_purchase","investment_acquisition","74925","INR","INCX0025purchase",,,"review"
"synthetic","generated_for_testing","TXN00526","USR0026","2025-09-09","investment_sale","investment_disposal","75062","INR","INCX0026sale","INV0026",,"matched"
"synthetic","generated_for_testing","TXN00527","USR0027","2025-09-10","rent_receipt","income_receipt","75199","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00528","USR0028","2025-09-11","salary_credit","income_receipt","75336","INR","INC002801",,,"matched"
"synthetic","generated_for_testing","TXN00529","USR0029","2025-09-12","bank_interest_credit","income_receipt","75473","INR","INC002902",,,"matched"
"synthetic","generated_for_testing","TXN00530","USR0030","2025-09-13","freelance_receipt","income_receipt","75610","INR","INC003003",,,"review"
"synthetic","generated_for_testing","TXN00531","USR0031","2025-09-14","investment_purchase","investment_acquisition","75747","INR","INCX0031purchase",,,"matched"
"synthetic","generated_for_testing","TXN00532","USR0032","2025-09-15","investment_sale","investment_disposal","75884","INR","INCX0032sale","INV0032","CG0032","matched"
"synthetic","generated_for_testing","TXN00533","USR0033","2025-09-16","rent_receipt","income_receipt","76021","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00534","USR0034","2025-09-17","salary_credit","income_receipt","76158","INR","INC003401",,,"matched"
"synthetic","generated_for_testing","TXN00535","USR0035","2025-09-18","bank_interest_credit","income_receipt","76295","INR","INC003502",,,"review"
"synthetic","generated_for_testing","TXN00536","USR0036","2025-09-19","freelance_receipt","income_receipt","76432","INR","INC003603",,,"matched"
"synthetic","generated_for_testing","TXN00537","USR0037","2025-09-20","investment_purchase","investment_acquisition","76569","INR","INCX0037purchase",,,"matched"
"synthetic","generated_for_testing","TXN00538","USR0038","2025-09-21","investment_sale","investment_disposal","76706","INR","INCX0038sale","INV0038",,"matched"
"synthetic","generated_for_testing","TXN00539","USR0039","2025-09-22","rent_receipt","income_receipt","76843","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00540","USR0040","2025-09-23","salary_credit","income_receipt","76980","INR","INC004001",,,"review"
"synthetic","generated_for_testing","TXN00541","USR0041","2025-09-24","bank_interest_credit","income_receipt","77117","INR","INC004102",,,"matched"
"synthetic","generated_for_testing","TXN00542","USR0042","2025-09-25","freelance_receipt","income_receipt","77254","INR","INC004203",,,"matched"
"synthetic","generated_for_testing","TXN00543","USR0043","2025-09-26","investment_purchase","investment_acquisition","77391","INR","INCX0043purchase",,,"matched"
"synthetic","generated_for_testing","TXN00544","USR0044","2025-09-27","investment_sale","investment_disposal","77528","INR","INCX0044sale","INV0044","CG0044","matched"
"synthetic","generated_for_testing","TXN00545","USR0045","2025-09-28","rent_receipt","income_receipt","77665","INR",,,,"review"
"synthetic","generated_for_testing","TXN00546","USR0046","2025-09-29","salary_credit","income_receipt","77802","INR","INC004601",,,"matched"
"synthetic","generated_for_testing","TXN00547","USR0047","2025-09-30","bank_interest_credit","income_receipt","77939","INR","INC004702",,,"matched"
"synthetic","generated_for_testing","TXN00548","USR0048","2025-10-01","freelance_receipt","income_receipt","78076","INR","INC004803",,,"matched"
"synthetic","generated_for_testing","TXN00549","USR0049","2025-10-02","investment_purchase","investment_acquisition","78213","INR","INCX0049purchase",,,"matched"
"synthetic","generated_for_testing","TXN00550","USR0050","2025-10-03","investment_sale","investment_disposal","78350","INR","INCX0050sale","INV0050",,"review"
"synthetic","generated_for_testing","TXN00551","USR0001","2025-10-04","rent_receipt","income_receipt","78487","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00552","USR0002","2025-10-05","salary_credit","income_receipt","78624","INR","INC000201",,,"matched"
"synthetic","generated_for_testing","TXN00553","USR0003","2025-10-06","bank_interest_credit","income_receipt","78761","INR","INC000302",,,"matched"
"synthetic","generated_for_testing","TXN00554","USR0004","2025-10-07","freelance_receipt","income_receipt","78898","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00555","USR0005","2025-10-08","investment_purchase","investment_acquisition","79035","INR","INCX0005purchase",,,"review"
"synthetic","generated_for_testing","TXN00556","USR0006","2025-10-09","investment_sale","investment_disposal","79172","INR","INCX0006sale","INV0006",,"matched"
"synthetic","generated_for_testing","TXN00557","USR0007","2025-10-10","rent_receipt","income_receipt","79309","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00558","USR0008","2025-10-11","salary_credit","income_receipt","79446","INR","INC000801",,,"matched"
"synthetic","generated_for_testing","TXN00559","USR0009","2025-10-12","bank_interest_credit","income_receipt","79583","INR","INC000902",,,"matched"
"synthetic","generated_for_testing","TXN00560","USR0010","2025-10-13","freelance_receipt","income_receipt","79720","INR",,,,"review"
"synthetic","generated_for_testing","TXN00561","USR0011","2025-10-14","investment_purchase","investment_acquisition","79857","INR","INCX0011purchase",,,"matched"
"synthetic","generated_for_testing","TXN00562","USR0012","2025-10-15","investment_sale","investment_disposal","79994","INR","INCX0012sale","INV0012","CG0012","matched"
"synthetic","generated_for_testing","TXN00563","USR0013","2025-10-16","rent_receipt","income_receipt","80131","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00564","USR0014","2025-10-17","salary_credit","income_receipt","80268","INR","INC001401",,,"matched"
"synthetic","generated_for_testing","TXN00565","USR0015","2025-10-18","bank_interest_credit","income_receipt","80405","INR","INC001502",,,"review"
"synthetic","generated_for_testing","TXN00566","USR0016","2025-10-19","freelance_receipt","income_receipt","80542","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00567","USR0017","2025-10-20","investment_purchase","investment_acquisition","80679","INR","INCX0017purchase",,,"matched"
"synthetic","generated_for_testing","TXN00568","USR0018","2025-10-21","investment_sale","investment_disposal","80816","INR","INCX0018sale","INV0018",,"matched"
"synthetic","generated_for_testing","TXN00569","USR0019","2025-10-22","rent_receipt","income_receipt","80953","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00570","USR0020","2025-10-23","salary_credit","income_receipt","81090","INR","INC002001",,,"review"
"synthetic","generated_for_testing","TXN00571","USR0021","2025-10-24","bank_interest_credit","income_receipt","81227","INR","INC002102",,,"matched"
"synthetic","generated_for_testing","TXN00572","USR0022","2025-10-25","freelance_receipt","income_receipt","81364","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00573","USR0023","2025-10-26","investment_purchase","investment_acquisition","81501","INR","INCX0023purchase",,,"matched"
"synthetic","generated_for_testing","TXN00574","USR0024","2025-10-27","investment_sale","investment_disposal","81638","INR","INCX0024sale","INV0024","CG0024","matched"
"synthetic","generated_for_testing","TXN00575","USR0025","2025-10-28","rent_receipt","income_receipt","81775","INR","INC002503",,,"review"
"synthetic","generated_for_testing","TXN00576","USR0026","2025-10-29","salary_credit","income_receipt","81912","INR","INC002601",,,"matched"
"synthetic","generated_for_testing","TXN00577","USR0027","2025-10-30","bank_interest_credit","income_receipt","82049","INR","INC002702",,,"matched"
"synthetic","generated_for_testing","TXN00578","USR0028","2025-10-31","freelance_receipt","income_receipt","82186","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00579","USR0029","2025-11-01","investment_purchase","investment_acquisition","82323","INR","INCX0029purchase",,,"matched"
"synthetic","generated_for_testing","TXN00580","USR0030","2025-11-02","investment_sale","investment_disposal","82460","INR","INCX0030sale","INV0030",,"review"
"synthetic","generated_for_testing","TXN00581","USR0031","2025-11-03","rent_receipt","income_receipt","82597","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00582","USR0032","2025-11-04","salary_credit","income_receipt","82734","INR","INC003201",,,"matched"
"synthetic","generated_for_testing","TXN00583","USR0033","2025-11-05","bank_interest_credit","income_receipt","82871","INR","INC003302",,,"matched"
"synthetic","generated_for_testing","TXN00584","USR0034","2025-11-06","freelance_receipt","income_receipt","83008","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00585","USR0035","2025-11-07","investment_purchase","investment_acquisition","83145","INR","INCX0035purchase",,,"review"
"synthetic","generated_for_testing","TXN00586","USR0036","2025-11-08","investment_sale","investment_disposal","83282","INR","INCX0036sale","INV0036","CG0036","matched"
"synthetic","generated_for_testing","TXN00587","USR0037","2025-11-09","rent_receipt","income_receipt","83419","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00588","USR0038","2025-11-10","salary_credit","income_receipt","83556","INR","INC003801",,,"matched"
"synthetic","generated_for_testing","TXN00589","USR0039","2025-11-11","bank_interest_credit","income_receipt","83693","INR","INC003902",,,"matched"
"synthetic","generated_for_testing","TXN00590","USR0040","2025-11-12","freelance_receipt","income_receipt","83830","INR",,,,"review"
"synthetic","generated_for_testing","TXN00591","USR0041","2025-11-13","investment_purchase","investment_acquisition","83967","INR","INCX0041purchase",,,"matched"
"synthetic","generated_for_testing","TXN00592","USR0042","2025-11-14","investment_sale","investment_disposal","84104","INR","INCX0042sale","INV0042",,"matched"
"synthetic","generated_for_testing","TXN00593","USR0043","2025-11-15","rent_receipt","income_receipt","84241","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00594","USR0044","2025-11-16","salary_credit","income_receipt","84378","INR","INC004401",,,"matched"
"synthetic","generated_for_testing","TXN00595","USR0045","2025-11-17","bank_interest_credit","income_receipt","84515","INR","INC004502",,,"review"
"synthetic","generated_for_testing","TXN00596","USR0046","2025-11-18","freelance_receipt","income_receipt","84652","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00597","USR0047","2025-11-19","investment_purchase","investment_acquisition","84789","INR","INCX0047purchase",,,"matched"
"synthetic","generated_for_testing","TXN00598","USR0048","2025-11-20","investment_sale","investment_disposal","84926","INR","INCX0048sale","INV0048","CG0048","matched"
"synthetic","generated_for_testing","TXN00599","USR0049","2025-11-21","rent_receipt","income_receipt","85063","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00600","USR0050","2025-11-22","salary_credit","income_receipt","85200","INR","INC005001",,,"review"
"synthetic","generated_for_testing","TXN00601","USR0001","2025-11-23","bank_interest_credit","income_receipt","85337","INR","INC000102",,,"matched"
"synthetic","generated_for_testing","TXN00602","USR0002","2025-11-24","freelance_receipt","income_receipt","85474","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00603","USR0003","2025-11-25","investment_purchase","investment_acquisition","85611","INR","INCX0003purchase",,,"matched"
"synthetic","generated_for_testing","TXN00604","USR0004","2025-11-26","investment_sale","investment_disposal","85748","INR","INCX0004sale","INV0004","CG0004","matched"
"synthetic","generated_for_testing","TXN00605","USR0005","2025-11-27","rent_receipt","income_receipt","85885","INR","INC000503",,,"review"
"synthetic","generated_for_testing","TXN00606","USR0006","2025-11-28","salary_credit","income_receipt","86022","INR","INC000601",,,"matched"
"synthetic","generated_for_testing","TXN00607","USR0007","2025-11-29","bank_interest_credit","income_receipt","86159","INR","INC000702",,,"matched"
"synthetic","generated_for_testing","TXN00608","USR0008","2025-11-30","freelance_receipt","income_receipt","86296","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00609","USR0009","2025-12-01","investment_purchase","investment_acquisition","86433","INR","INCX0009purchase",,,"matched"
"synthetic","generated_for_testing","TXN00610","USR0010","2025-12-02","investment_sale","investment_disposal","86570","INR","INCX0010sale","INV0010",,"review"
"synthetic","generated_for_testing","TXN00611","USR0011","2025-12-03","rent_receipt","income_receipt","86707","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00612","USR0012","2025-12-04","salary_credit","income_receipt","86844","INR","INC001201",,,"matched"
"synthetic","generated_for_testing","TXN00613","USR0013","2025-12-05","bank_interest_credit","income_receipt","86981","INR","INC001302",,,"matched"
"synthetic","generated_for_testing","TXN00614","USR0014","2025-12-06","freelance_receipt","income_receipt","87118","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00615","USR0015","2025-12-07","investment_purchase","investment_acquisition","87255","INR","INCX0015purchase",,,"review"
"synthetic","generated_for_testing","TXN00616","USR0016","2025-12-08","investment_sale","investment_disposal","87392","INR","INCX0016sale","INV0016","CG0016","matched"
"synthetic","generated_for_testing","TXN00617","USR0017","2025-12-09","rent_receipt","income_receipt","87529","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00618","USR0018","2025-12-10","salary_credit","income_receipt","87666","INR","INC001801",,,"matched"
"synthetic","generated_for_testing","TXN00619","USR0019","2025-12-11","bank_interest_credit","income_receipt","87803","INR","INC001902",,,"matched"
"synthetic","generated_for_testing","TXN00620","USR0020","2025-12-12","freelance_receipt","income_receipt","87940","INR",,,,"review"
"synthetic","generated_for_testing","TXN00621","USR0021","2025-12-13","investment_purchase","investment_acquisition","88077","INR","INCX0021purchase",,,"matched"
"synthetic","generated_for_testing","TXN00622","USR0022","2025-12-14","investment_sale","investment_disposal","88214","INR","INCX0022sale","INV0022",,"matched"
"synthetic","generated_for_testing","TXN00623","USR0023","2025-12-15","rent_receipt","income_receipt","88351","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00624","USR0024","2025-12-16","salary_credit","income_receipt","88488","INR","INC002401",,,"matched"
"synthetic","generated_for_testing","TXN00625","USR0025","2025-12-17","bank_interest_credit","income_receipt","88625","INR","INC002502",,,"review"
"synthetic","generated_for_testing","TXN00626","USR0026","2025-12-18","freelance_receipt","income_receipt","88762","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00627","USR0027","2025-12-19","investment_purchase","investment_acquisition","88899","INR","INCX0027purchase",,,"matched"
"synthetic","generated_for_testing","TXN00628","USR0028","2025-12-20","investment_sale","investment_disposal","89036","INR","INCX0028sale","INV0028","CG0028","matched"
"synthetic","generated_for_testing","TXN00629","USR0029","2025-12-21","rent_receipt","income_receipt","89173","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00630","USR0030","2025-12-22","salary_credit","income_receipt","89310","INR","INC003001",,,"review"
"synthetic","generated_for_testing","TXN00631","USR0031","2025-12-23","bank_interest_credit","income_receipt","89447","INR","INC003102",,,"matched"
"synthetic","generated_for_testing","TXN00632","USR0032","2025-12-24","freelance_receipt","income_receipt","89584","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00633","USR0033","2025-12-25","investment_purchase","investment_acquisition","89721","INR","INCX0033purchase",,,"matched"
"synthetic","generated_for_testing","TXN00634","USR0034","2025-12-26","investment_sale","investment_disposal","89858","INR","INCX0034sale","INV0034",,"matched"
"synthetic","generated_for_testing","TXN00635","USR0035","2025-12-27","rent_receipt","income_receipt","89995","INR","INC003503",,,"review"
"synthetic","generated_for_testing","TXN00636","USR0036","2025-12-28","salary_credit","income_receipt","90132","INR","INC003601",,,"matched"
"synthetic","generated_for_testing","TXN00637","USR0037","2025-12-29","bank_interest_credit","income_receipt","90269","INR","INC003702",,,"matched"
"synthetic","generated_for_testing","TXN00638","USR0038","2025-12-30","freelance_receipt","income_receipt","90406","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00639","USR0039","2025-12-31","investment_purchase","investment_acquisition","90543","INR","INCX0039purchase",,,"matched"
"synthetic","generated_for_testing","TXN00640","USR0040","2026-01-01","investment_sale","investment_disposal","90680","INR","INCX0040sale","INV0040","CG0040","review"
"synthetic","generated_for_testing","TXN00641","USR0041","2026-01-02","rent_receipt","income_receipt","90817","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00642","USR0042","2026-01-03","salary_credit","income_receipt","90954","INR","INC004201",,,"matched"
"synthetic","generated_for_testing","TXN00643","USR0043","2026-01-04","bank_interest_credit","income_receipt","91091","INR","INC004302",,,"matched"
"synthetic","generated_for_testing","TXN00644","USR0044","2026-01-05","freelance_receipt","income_receipt","91228","INR",,,,"matched"
"synthetic","generated_for_testing","TXN00645","USR0045","2026-01-06","investment_purchase","investment_acquisition","91365","INR","INCX0045purchase",,,"review"
